V1,V2,V3
3214,567150,128950
3215,571150,128950
3216,501150,128450
3217,501650,128450
3218,502150,128450
3219,502650,128450
3220,560650,128450
3221,561150,128450
3222,562150,128450
3223,563650,128450
3224,564650,128450
3225,569650,128450
3226,570150,128450
3227,570650,128450
3228,571150,128450
3229,500650,127950
3230,501150,127950
3231,501650,127950
3232,502150,127950
3233,561150,127950
3234,562650,127950
3235,563650,127950
3236,564150,127950
3237,564650,127950
3238,565150,127950
3239,566150,127950
3240,568150,127950
3241,568650,127950
3242,569150,127950
3243,569650,127950
3244,570150,127950
3245,570650,127950
3246,500650,127450
3247,501150,127450
3248,501650,127450
3249,502150,127450
3250,561150,127450
3251,561650,127450
3252,565150,127450
3253,565650,127450
3254,566150,127450
3255,568150,127450
3256,568650,127450
3257,569150,127450
3258,569650,127450
3259,570150,127450
3260,570650,127450
3261,501650,126950
3262,502150,126950
3263,564150,126950
3264,564650,126950
3265,565150,126950
3266,565650,126950
3267,566150,126950
3268,567150,126950
3269,568150,126950
3270,568650,126950
3271,570150,126950
3272,570650,126950
3273,571150,126950
3274,561150,126450
3275,561650,126450
3276,562150,126450
3277,565150,126450
3278,565650,126450
3279,566150,126450
3280,567150,126450
3281,568150,126450
3282,568650,126450
3283,570650,126450
3284,571150,126450
3285,571650,126450
3286,572650,126450
3287,573150,126450
3288,573650,126450
3289,576650,126450
3290,561650,125950
3291,565650,125950
3292,566150,125950
3293,568150,125950
3294,568650,125950
3295,571650,125950
3296,572150,125950
3297,572650,125950
3298,562150,125450
3299,564150,125450
3300,566650,125450
3301,568150,125450
3302,571150,125450
3303,571650,125450
3304,572150,125450
3305,572650,125450
3306,573150,125450
3307,562650,124950
3308,563150,124950
3309,564150,124950
3310,565150,124950
3311,566650,124950
3312,567150,124950
3313,568150,124950
3314,570150,124950
3315,570650,124950
3316,571150,124950
3317,571650,124950
3318,562650,124450
3319,563150,124450
3320,566150,124450
3321,567150,124450
3322,567650,124450
3323,568150,124450
3324,569150,124450
3325,569650,124450
3326,570150,124450
3327,570650,124450
3328,562650,123950
3329,565150,123950
3330,566650,123950
3331,567650,123950
3332,568150,123950
3333,569650,123950
3334,570150,123950
3335,570650,123950
3336,563150,123450
3337,566150,123450
3338,568650,123450
3339,571150,123450
3340,571650,123450
3341,565150,122950
3342,565650,122950
3343,566150,122950
3344,568150,122950
3345,568650,122950
3346,571650,122950
3347,573150,122950
3348,573650,122950
3349,566150,122450
3350,566650,122450
3351,567150,122450
3352,567650,122450
3353,568150,122450
3354,574650,122450
3355,564650,121950
3356,565150,121950
3357,566150,121950
3358,566650,121950
3359,567150,121950
3360,567650,121950
3361,568150,121950
3362,564650,121450
3363,565150,121450
3364,565650,121450
3365,566150,121450
3366,566650,121450
3367,567150,121450
3368,568150,121450
3369,564650,120950
3370,565150,120950
3371,565650,120950
3372,567650,120950
3373,568150,120950
3374,565150,120450
3375,566650,120450
3376,567150,120450
3377,567650,120450
3378,568150,120450
3379,566150,119950
3380,566650,119950
3381,567150,119950
3382,568150,119950
3383,566150,119450
3384,566650,118950
3385,567150,118950
3386,567650,118950
3387,566150,118450
3388,566650,118450
3389,567150,118450
3390,566150,117950
3391,566650,117950
3392,567150,117950
3393,566150,117450
3394,566650,117450
3395,567150,117450
3396,566650,116950
3397,567150,116950
3398,567650,116950
3399,566650,116450
3400,567150,116450
3401,567150,115950
3402,568150,115450
3403,568150,114950
3404,569150,114950
3405,568150,114450
