shapeid	x	y
3307	46.27493	6.9541
3308	46.27496	6.96058
3309	46.27501	6.97356
3310	46.27507	6.98653
3311	46.27514	7.00599
3312	46.27517	7.01248
3313	46.27521	7.02545
3314	46.27531	7.05139
3315	46.27533	7.05788
3316	46.27535	7.06437
3317	46.27537	7.07085
3318	46.27043	6.95414
3319	46.27046	6.96062
3320	46.27062	6.99954
3321	46.27067	7.01251
3322	46.27069	7.019
3323	46.27072	7.02548
3324	46.27076	7.03845
3325	46.27079	7.04494
3326	46.27081	7.05143
3327	46.27083	7.05791
3328	46.26594	6.95418
3329	46.26607	6.9866
3330	46.26615	7.00606
3331	46.26619	7.01903
3332	46.26622	7.02552
3333	46.26629	7.04497
3334	46.26631	7.05146
3335	46.26633	7.05794
3336	46.26147	6.9607
3337	46.26162	6.99961
3338	46.26174	7.03204
3339	46.26186	7.06446
3340	46.26188	7.07094
3341	46.25707	6.98668
3342	46.2571	6.99316
3343	46.25713	6.99965
3344	46.25722	7.02558
3345	46.25725	7.03207
3346	46.25738	7.07097
3347	46.25744	7.09043
3348	46.25746	7.09691
3349	46.25263	6.99968
3350	46.25265	7.00617
3351	46.25268	7.01265
3352	46.2527	7.01913
3353	46.25273	7.02562
3354	46.253	7.10991
3355	46.24805	6.98027
3356	46.24808	6.98675
3357	46.24813	6.99972
3358	46.24816	7.0062
3359	46.24818	7.01269
3360	46.2482	7.01917
3361	46.24823	7.02565
3362	46.24356	6.98031
3363	46.24358	6.98679
3364	46.24361	6.99327
3365	46.24363	6.99976
3366	46.24366	7.00624
3367	46.24368	7.01272
3368	46.24373	7.02569
3369	46.23906	6.98035
3370	46.23908	6.98683
3371	46.23911	6.99331
3372	46.23921	7.01924
3373	46.23923	7.02572
3374	46.23459	6.98687
3375	46.23466	7.00631
3376	46.23469	7.01279
3377	46.23471	7.01927
3378	46.23473	7.02575
3379	46.23014	6.99987
3380	46.23016	7.00635
3381	46.23019	7.01283
3382	46.23024	7.02579
3383	46.22564	6.9999
3384	46.22117	7.00642
3385	46.22119	7.0129
3386	46.22122	7.01938
3387	46.21665	6.99997
3388	46.21667	7.00645
3389	46.2167	7.01293
3390	46.21215	7.00001
3391	46.21217	7.00649
3392	46.2122	7.01297
3393	46.20765	7.00005
3394	46.20768	7.00652
3395	46.2077	7.013
3396	46.20318	7.00656
3397	46.2032	7.01304
3398	46.20323	7.01952
3399	46.19868	7.0066
3400	46.1987	7.01307
3401	46.19421	7.01311
3402	46.18976	7.0261
3403	46.18526	7.02613
3404	46.18531	7.03908
3405	46.18076	7.02616
